      Step     Time          Energy         fmax
BFGS:    0 21:19:06        4.219620        3.5215
BFGS:    1 21:19:40        3.980461        2.4868
BFGS:    2 21:20:14        3.829492        1.7736
BFGS:    3 21:20:49        3.735880        1.2110
BFGS:    4 21:21:23        3.680747        0.8793
BFGS:    5 21:21:57        3.650931        0.5395
BFGS:    6 21:22:30        3.630707        0.5965
BFGS:    7 21:23:04        3.610475        0.4827
